                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                     217                                      967                  5.0000000000000000E+001                  2.0000000000000000E-003                  4.5417443831950780E+006                  5.1715030634982145E+002                  2.0940850079476288E+004                  8.0057602793921356E+005                  6.7977601423194685E+001                 -6.6685751291765305E+000                  8.6310168916733368E-004                  7.0483011174534720E-017                  9.9720042609338899E-001                  3.5597393239724812E-005                  1.2669038933132263E-003                  1.7746305577589907E-005                  2.0850244238750678E-004                  4.8199465149084169E+001                 -4.8721836239589032E-006                  1.3260007422572173E+001                  2.0414963115408382E-004                  3.4845148139810114E+001                  3.8667660488380775E-003                  5.0667210205405551E-002                  9.8697634647164634E-003                  1.0049706205355488E-002                  4.8199465149084169E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.0795040248371719E+005                  1.0053028833581956E+003                  6.0205981027380796E+005                  7.4977164935433015E+005                  7.4977164935432933E+005                  7.8905076615551539E-013                  5.1009556072955944E+004                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.4332655254711700E+014                                  "15140"                               "gfortran"                                 "10.2.0"                   "x86_64-linux-20.12.1"                                 "CRMATH"                               "20220515" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66 
                                    logT                                   logRho                                     logP                                     logE                                  entropy                                     logR                               luminosity                                lum_erg_s                                     logL                           log_L_div_Ledd                                      rho                             total_energy                    total_energy_integral                                 velocity                             vel_km_per_s                                    dr_dt                                    dv_dt                                  dlnR_dt                              log_sig_RTI                        boost_for_eta_RTI                             v_div_csound                           v_div_v_escape                                       dr                                   radius                                     rmid                              temperature                                        x                                        y                                        z                                      tau                                   logtau                                 pressure                          pgas_div_ptotal                                  logPgas                                   energy                                    grada                                   free_e                                  opacity                        mlt_mixing_length                             log_conv_vel                      conv_vel_div_csound                            log_mlt_D_mix                                    gradT                                    gradr                          gradT_sub_grada                                     mass                                       dm                                    omega                                log_omega                                log_j_rot                            log_J_div_M53                             log_J_inside                            log_abs_shear                                    v_rot                                    i_rot                                    j_rot                                   fp_rot                                   ft_rot                                log_am_nu                                  r_polar                              log_r_polar                             r_equatorial                         log_r_equatorial                              r_e_div_r_p                               omega_crit                     omega_div_omega_crit 
                 4.9958453371785394E+000                 -8.2725095295924458E+000                  5.4998766382759721E+000                  1.4238412593529421E+001                  6.4895663774825010E+001                  1.8323658365187583E+000                  8.0057602793921356E+005                  3.0646050349513095E+039                  5.9034025816601829E+000                 -1.1486636574186776E-001                  5.3393755741532500E-009                 -1.1794434571443378E+015                 -3.2911078851393944E+050                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9735981457739783E+001                  0.0000000000000000E+000                  2.1089390372950873E-011                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1060172077062972E-005                  0.0000000000000000E+000                  3.1933182617187500E+004                  6.7977601423194685E+001                  6.7977601193690589E+001                  9.9047914837634031E+004                  7.4579207698195216E-001                  2.5221799588251881E-001                  1.9899271355290349E-003                  6.6666666666666663E+002                  2.8239087409443187E+000                  3.1613795400199119E+005                  2.3222409117692278E-001                  4.8657839101922109E+000                  1.7314605204883756E+014                  2.5153504907367430E-001                  7.1920538420197655E-001                  6.0359209733230845E-001                  3.1052691847639362E+011                 -9.8999999999999986E+001                  0.0000000000000000E+000                  1.6816162144009930E+001                  2.7277339099226044E-001                  2.7310198172599975E-001                  2.1238341918586146E-002                  4.8199465149084169E+001                  4.7920146132420167E+022                  2.7930148114847428E-006                 -5.5539267612094720E+000                  1.9647763588921499E+001                 -1.8273165604962111E-001                  5.2622338709061800E+001                 -9.8999999999999986E+001                  1.3475450020272794E+002                  1.5910738945283551E+025                  4.4438929535844090E+019                  9.1255309620335934E-001                  9.9680140420276386E-001                  1.6958029172062155E+001                  6.5408120063201594E+001                  1.8156316669746382E+000                  6.9350250713271848E+001                  1.8410480354625651E+000                  1.0602697439746183E+000                  3.6646954761026341E-006                  7.6214103728342675E-001 
                 4.9958453576598325E+000                 -8.2725094976073752E+000                  5.4998767133613518E+000                  1.4238412635308988E+001                  6.4895665267928251E+001                  1.8323658335862538E+000                  8.0057602793885046E+005                  3.0646050349499199E+039                  5.9034025816599858E+000                 -1.1486636574206467E-001                  5.3393759673894538E-009                 -1.1794434517079758E+015                 -3.2911078851388290E+050                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9735979369995334E+001                  0.0000000000000000E+000                  2.1089390073895516E-011                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1060171625736603E-005                  0.0000000000000000E+000                  4.6535213867187500E+004                  6.7977600964186749E+001                  6.7977600629737395E+001                  9.9047919508725929E+004                  7.4579207698195216E-001                  2.5221799588251881E-001                  1.9899271355290349E-003                  6.6666676958106461E+002                  2.8239088079870465E+000                  3.1613800865923683E+005                  2.3222407908506063E-001                  4.8657839626639623E+000                  1.7314606870566278E+014                  2.5153504889718264E-001                  7.1920538422635849E-001                  6.0359209216643250E-001                  3.1052692682428223E+011                  5.8519598888280289E+000                  7.8862381126622708E-002                  1.6816162159241067E+001                  2.7277338828037273E-001                  2.7310197902443795E-001                  2.1238339278522700E-002                  4.8199465149060067E+001                  6.9832563256524242E+022                  2.7930148114847424E-006                 -5.5539267612094720E+000                  1.9647763583056491E+001                 -1.8273165607132547E-001                  5.2622338709039731E+001                  3.0113322713238627E-001                  1.3475449929281959E+002                  1.5910738730414081E+025                  4.4438928935710474E+019                  9.1255309620335934E-001                  9.9680140420276386E-001                  1.6958029196495588E+001                  6.5408119621543662E+001                  1.8156316640421337E+000                  6.9350250244995308E+001                  1.8410480325300607E+000                  1.0602697439746183E+000                  3.6646955217060401E-006                  7.6214102779935700E-001 
                 4.9958453953942366E+000                 -8.2725094386786147E+000                  5.4998768516974383E+000                  1.4238412712283001E+001                  6.4895668018799014E+001                  1.8323658293128082E+000                  8.0057602793779515E+005                  3.0646050349458802E+039                  5.9034025816594129E+000                 -1.1486637015093189E-001                  5.3393766918813364E-009                 -1.1794434416921060E+015                 -3.2911078851380053E+050                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9735976327592326E+001                  0.0000000000000000E+000                  2.1089389638091785E-011                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1060170647714893E-005                  0.0000000000000000E+000                  9.8033723632812500E+004                  6.7977600295289037E+001                  6.7977599590719834E+001                  9.9047928114670751E+004                  7.4579207698195216E-001                  2.5221799588251881E-001                  1.9899271355290349E-003                  6.6666691955507019E+002                  2.8239089056863449E+000                  3.1613810935888602E+005                  2.3222405680720443E-001                  4.8657840593370549E+000                  1.7314609939393888E+014                  2.5153504857201731E-001                  7.1920538427127934E-001                  6.0359208264890618E-001                  3.1052695726546411E+011                  5.8519607238286397E+000                  7.8862525656806085E-002                  1.6816162219044838E+001                  2.7277338035422327E-001                  2.7310197115043350E-001                  2.1238331561707957E-002                  4.8199465149024945E+001                  1.4711317439777471E+023                  2.7930148114847432E-006                 -5.5539267612094720E+000                  1.9647763574509600E+001                 -1.8273165610295419E-001                  5.2622338709007579E+001                  3.0113322627147637E-001                  1.3475449796683910E+002                  1.5910738417291627E+025                  4.4438928061154836E+019                  9.1255309620335934E-001                  9.9680140420276386E-001                  1.6958048585755016E+001                  6.5408118977929576E+001                  1.8156316597686879E+000                  6.9350249562590761E+001                  1.8410480282566148E+000                  1.0602697439746183E+000                  3.6646955658031081E-006                  7.6214101862855876E-001 
                 4.9958454776172454E+000                 -8.2725093102732483E+000                  5.4998771531308330E+000                  1.4238412880008859E+001                  6.4895674012928652E+001                  1.8323658203101245E+000                  8.0057602793557220E+005                  3.0646050349373706E+039                  5.9034025816582076E+000                 -1.1486637943889332E-001                  5.3393782705445481E-009                 -1.1794434198675928E+015                 -3.2911078851362703E+050                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9735969918292184E+001                  0.0000000000000000E+000                  2.1089388720002611E-011                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1060168587359856E-005                  0.0000000000000000E+000                  2.1698113964843750E+005                  6.7977598886151128E+001                  6.7977597326706146E+001                  9.9047946866968501E+004                  7.4579207698195216E-001                  2.5221799588251881E-001                  1.9899271355290349E-003                  6.6666723549868368E+002                  2.8239091115050701E+000                  3.1613832878284913E+005                  2.3222400826391029E-001                  4.8657842699870599E+000                  1.7314616626350559E+014                  2.5153504786348424E-001                  7.1920538436916137E-001                  6.0359206191029713E-001                  3.1052702139454889E+011                  5.8519599907045547E+000                  7.8862377069590983E-002                  1.6816162345030740E+001                  2.7277336365656668E-001                  2.7310195456262848E-001                  2.1238315305047273E-002                  4.8199465148950971E+001                  3.2561032110890168E+023                  2.7930148114847441E-006                 -5.5539267612094720E+000                  1.9647763556504234E+001                 -1.8273165616958567E-001                  5.2622338708939836E+001                  3.0113323893348376E-001                  1.3475449517345322E+002                  1.5910737757650091E+025                  4.4438926218766270E+019                  9.1255309620335934E-001                  9.9680140420276386E-001                  1.6958029456065425E+001                  6.5408117622055599E+001                  1.8156316507660044E+000                  6.9350248124998615E+001                  1.8410480192539316E+000                  1.0602697439746183E+000                  3.6646956113317101E-006                  7.6214100916004679E-001 
                 4.9958456333836025E+000                 -8.2725090670171149E+000                  5.4998777241776367E+000                  1.4238413197754907E+001                  6.4895685368427380E+001                  1.8323658003842000E+000                  8.0057602793065214E+005                  3.0646050349185368E+039                  5.9034025816555387E+000                 -1.1486639999619243E-001                  5.3393812612269790E-009                 -1.1794433785224500E+015                 -3.2911078851324300E+050                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9735955732388277E+001                  0.0000000000000000E+000                  2.1089386687967259E-011                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1060164027114175E-005                  0.0000000000000000E+000                  3.7979519921875000E+005                  6.7977595767261676E+001                  6.7977593037671042E+001                  9.9047982392035585E+004                  7.4579207698195216E-001                  2.5221799588251881E-001                  1.9899271355290349E-003                  6.6666793478686895E+002                  2.8239095670499426E+000                  3.1613874446830852E+005                  2.3222391630176575E-001                  4.8657846690505275E+000                  1.7314629294374800E+014                  2.5153504652121472E-001                  7.1920538455459249E-001                  6.0359202262242906E-001                  3.1052716333343665E+011                  5.8498529532714310E+000                  7.8480663257275735E-002                  1.6816162623879308E+001                  2.7277332669918725E-001                  2.7310191784838744E-001                  2.1238279323736953E-002                  4.8199465148787212E+001                  5.6993565105207895E+023                  2.7930148114847449E-006                 -5.5539267612094720E+000                  1.9647763516652383E+001                 -1.8273165631706320E-001                  5.2622338708789897E+001                  5.9537280641579216E-001                  1.3475448899076395E+002                  1.5910736297644680E+025                  4.4438922140949545E+019                  9.1255309620335934E-001                  9.9680140420276386E-001                  1.6904243215444623E+001                  6.5408114621056853E+001                  1.8156316308400799E+000                  6.9350244943130448E+001                  1.8410479993280069E+000                  1.0602697439746183E+000                  3.6646959956355710E-006                  7.6214092923698307E-001 
                 4.9958458525688396E+000                 -8.2725087247205202E+000                  5.4998785277212887E+000                  1.4238413644867782E+001                  6.4895701347177180E+001                  1.8323657655066479E+000                  8.0057602792204020E+005                  3.0646050348855700E+039                  5.9034025816508668E+000                 -1.1486643597862155E-001                  5.3393854695529378E-009                 -1.1794433203442412E+015                 -3.2911078851257079E+050                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9735930901943973E+001                  0.0000000000000000E+000                  2.1089383131172648E-011                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1060156045053653E-005                  0.0000000000000000E+000                  4.5995416210937500E+005                  6.7977590308081005E+001                  6.7977587002387665E+001                  9.9048032380837831E+004                  7.4579207698195216E-001                  2.5221799588251881E-001                  1.9899271355290349E-003                  6.6666915879380497E+002                  2.8239103644168813E+000                  3.1613932939749083E+005                  2.3222378689846776E-001                  4.8657852305900189E+000                  1.7314647120062144E+014                  2.5153504463245935E-001                  7.1920538481551943E-001                  6.0359196733932163E-001                  3.1052741177727441E+011                  5.8502332993117525E+000                  7.8549384037925732E-002                  1.6816163111964403E+001                  2.7277326201073415E-001                  2.7310185358551592E-001                  2.1238216343750449E-002                  4.8199465148500579E+001                  6.9022582653296017E+023                  2.7930148114847462E-006                 -5.5539267612094712E+000                  1.9647763446897279E+001                 -1.8273165657520132E-001                  5.2622338708527458E+001                  5.2866242390592388E-001                  1.3475447816882934E+002                  1.5910733742109154E+025                  4.4438915003300987E+019                  9.1255309620335934E-001                  9.9680140420276386E-001                  1.6914472433161098E+001                  6.5408109368227443E+001                  1.8156315959625278E+000                  6.9350239373714345E+001                  1.8410479644504547E+000                  1.0602697439746183E+000                  3.6646974017560993E-006                  7.6214063680847199E-001 
                 4.9958462143464653E+000                 -8.2725081597411556E+000                  5.4998798540154867E+000                  1.4238414382853410E+001                  6.4895727721060112E+001                  1.8323657232678920E+000                  8.0057602791161055E+005                  3.0646050348456452E+039                  5.9034025816452091E+000                 -1.1486647955514662E-001                  5.3393924156337790E-009                 -1.1794432243174685E+015                 -3.2911078851175672E+050                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9735900830832051E+001                  0.0000000000000000E+000                  2.1089378823687188E-011                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1060146378328879E-005                  0.0000000000000000E+000                  9.2610115234375000E+005                  6.7977583696694452E+001                  6.7977577040800412E+001                  9.9048114890237441E+004                  7.4579207698195216E-001                  2.5221799588251881E-001                  1.9899271355290349E-003                  6.6667064113882088E+002                  2.8239113300735887E+000                  3.1614029485852277E+005                  2.3222357331090693E-001                  4.8657861574421837E+000                  1.7314676542429019E+014                  2.5153504151496336E-001                  7.1920538524619249E-001                  6.0359187609164378E-001                  3.1052771265707129E+011                  5.8519591467681202E+000                  7.8862085289240949E-002                  1.6816163703063786E+001                  2.7277318366963255E-001                  2.7310177575982064E-001                  2.1238140071694889E-002                  4.8199465148153458E+001                  1.3897461886529651E+024                  2.7930148114847475E-006                 -5.5539267612094712E+000                  1.9647763362419770E+001                 -1.8273165688782250E-001                  5.2622338708209618E+001                  3.0113328838674674E-001                  1.3475446506283458E+002                  1.5910730647206686E+025                  4.4438906359192576E+019                  9.1255309620335934E-001                  9.9680140420276386E-001                  1.6958030898413067E+001                  6.5408103006744298E+001                  1.8156315537237719E+000                  6.9350232628826234E+001                  1.8410479222116989E+000                  1.0602697439746183E+000                  3.6646967588372952E-006                  7.6214077051518236E-001 
                 4.9958470050998818E+000                 -8.2725069248422312E+000                  5.4998827529556129E+000                  1.4238415995903262E+001                  6.4895785367823279E+001                  1.8323656382216651E+000                  8.0057602789061051E+005                  3.0646050347652571E+039                  5.9034025816338165E+000                 -1.1486656729473252E-001                  5.3394075980033390E-009                 -1.1794430144261902E+015                 -3.2911078851011757E+050                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9735840283743542E+001                  0.0000000000000000E+000                  2.1089370150720473E-011                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1060126914765016E-005                  0.0000000000000000E+000                  2.1034682382812500E+006                  6.7977570384905576E+001                  6.7977555267269850E+001                  9.9048295234933874E+004                  7.4579207698195216E-001                  2.5221799588251881E-001                  1.9899271355290349E-003                  6.6667362579043674E+002                  2.8239132743842359E+000                  3.1614240511983901E+005                  2.3222310646293304E-001                  4.8657881833025449E+000                  1.7314740852452444E+014                  2.5153503470092520E-001                  7.1920538618752639E-001                  6.0359167664871016E-001                  3.1052831846824927E+011                  5.8519597995363579E+000                  7.8862055132356793E-002                  1.6816164893221721E+001                  2.7277302593372188E-001                  2.7310161906166625E-001                  2.1237986501720818E-002                  4.8199465147454532E+001                  3.1565595649648651E+024                  2.7930148114847487E-006                 -5.5539267612094712E+000                  1.9647763192327314E+001                 -1.8273165751727449E-001                  5.2622338707569675E+001                  3.0113338750051771E-001                  1.3475443867438582E+002                  1.5910724415732866E+025                  4.4438888954593919E+019                  9.1255309620335934E-001                  9.9680140420276386E-001                  1.6958032436967347E+001                  6.5408090198126942E+001                  1.8156314686775450E+000                  6.9350219048236795E+001                  1.8410478371654719E+000                  1.0602697439746183E+000                  3.6646961369697259E-006                  7.6214089984394850E-001 
                 4.9958481845336138E+000                 -8.2725050829121045E+000                  5.4998870768266244E+000                  1.4238418401788861E+001                  6.4895871347924086E+001                  1.8323654450547584E+000                  8.0057602784291375E+005                  3.0646050345826742E+039                  5.9034025816079421E+000                 -1.1486676657208826E-001                  5.3394302435514146E-009                 -1.1794427013783275E+015                 -3.2911078850639457E+050                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9735702762256480E+001                  0.0000000000000000E+000                  2.1089350451676944E-011                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1060082707256311E-005                  0.0000000000000000E+000                  2.4152577968750000E+006                  6.7977540149628325E+001                  6.7977522791160482E+001                  9.9048564225363283E+004                  7.4579207698195216E-001                  2.5221799588251881E-001                  1.9899271355290349E-003                  6.6668040489413590E+002                  2.8239176905066774E+000                  3.1614555267487944E+005                  2.3222241016176831E-001                  4.8657912049766656E+000                  1.7314836772163125E+014                  2.5153502453786114E-001                  7.1920538759153363E-001                  6.0359137919119699E-001                  3.1052969444521161E+011                  5.8519612820306746E+000                  7.8862102558935304E-002                  1.6816165877134601E+001                  2.7277257690871398E-001                  2.7310116849124216E-001                  2.1237546938689678E-002                  4.8199465145867052E+001                  3.6244569597847374E+024                  2.7930148114847500E-006                 -5.5539267612094712E+000                  1.9647762704631663E+001                 -1.8273165894696064E-001                  5.2622338706116146E+001                  3.5343058379260095E-001                  1.3475436911493759E+002                  1.5910706548624060E+025                  4.4438839051494408E+019                  9.1255343231113584E-001                  9.9680142657291571E-001                  1.6958036479777284E+001                  6.5408069711633587E+001                  1.8156313326519802E+000                  6.9350183250061804E+001                  1.8410476129851581E+000                  1.0602695287570467E+000                  3.6647061649091422E-006                  7.6213881435539221E-001 
